,SequenceA,SequenceB,Similarity,Complementarity
26777,112,121,3,2
26778,112,122,3,1
26779,112,123,2,2
26780,112,124,0,2
26781,112,125,4,2
26782,112,126,1,4
26783,112,127,2,2
26784,112,128,0,2
26785,112,129,2,3
26786,112,130,0,2
26787,112,131,4,1
26788,112,132,2,3
26789,112,133,2,3
26790,112,134,3,1
26791,112,135,3,2
26792,112,136,1,3
26793,112,137,2,2
26794,112,138,3,1
26795,112,139,1,2
26796,112,140,1,4
26797,112,141,2,1
26798,112,142,3,3
26799,112,143,3,3
26800,112,144,2,2
26801,112,145,3,2
26802,112,146,6,3
26803,112,147,2,1
26804,112,148,0,2
26805,112,149,2,2
26806,112,150,0,2
26807,112,151,0,2
26808,112,152,0,2
26809,112,153,2,2
26810,112,154,2,2
26811,112,155,0,2
26812,112,156,0,2
26813,112,157,0,2
26814,112,158,0,2
26815,112,159,4,4
26816,112,160,3,4
26817,112,161,3,2
26818,112,162,4,2
26819,112,163,2,3
26820,112,164,2,4
26821,112,165,3,3
26822,112,166,0,2
26823,112,167,0,2
26824,112,168,2,4
26825,112,169,1,5
26826,112,170,4,2
26827,112,171,4,2
26828,112,172,3,2
26829,112,173,2,2
26830,112,174,2,3
26831,112,175,2,2
26832,112,176,2,2
26833,112,177,3,2
26834,112,178,2,2
26835,112,179,3,3
26836,112,180,2,2
26837,112,181,3,2
26838,112,182,3,3
26839,112,183,3,3
26840,112,184,1,1
26841,112,185,0,2
26842,112,186,2,2
26843,112,187,2,1
26844,112,188,3,4
26845,112,189,3,4
26846,112,190,3,2
26847,112,191,2,2
26848,112,192,3,2
26849,112,193,2,2
26850,112,194,2,2
26851,112,195,2,2
26852,112,196,2,2
26853,112,197,2,3
26854,112,198,2,6
26855,112,199,0,2
26856,112,200,0,2
26857,112,201,0,2
26858,112,202,0,2
26859,112,203,4,2
26860,112,204,2,3
26861,112,205,0,2
26862,112,206,0,2
26863,112,207,0,2
26864,112,208,3,3
26865,112,209,1,3
26866,112,210,1,3
26867,112,211,6,3
26868,112,212,3,6
26869,112,213,2,1
26870,112,214,4,3
26871,112,215,0,2
26872,112,216,2,2
26873,112,217,0,2
26874,112,218,0,2
26875,112,219,2,3
26876,112,220,1,2
26877,112,221,3,2
26878,112,222,2,3
26879,112,223,2,2
26880,112,224,2,2
26881,112,225,2,3
26882,112,226,3,2
26883,112,227,0,2
26884,112,228,2,2
26885,112,229,0,2
26886,112,230,3,2
26887,112,231,1,2
26888,112,232,2,2
26889,112,233,0,2
26890,112,234,3,2
26891,112,235,5,3
26892,112,236,3,3
26893,112,237,1,2
26894,113,0,2,2
26895,113,1,4,2
26896,113,2,0,6
26897,113,3,3,2
26898,113,4,0,6
26899,113,5,2,2
26900,113,6,2,2
26901,113,7,2,2
26902,113,8,3,2
26903,113,9,3,3
26904,113,10,3,3
26905,113,11,3,2
26906,113,12,3,2
26907,113,13,4,3
26908,113,14,2,1
26909,113,15,0,6
26910,113,16,3,3
26911,113,17,3,3
26912,113,18,3,2
26913,113,19,2,3
26914,113,20,4,3
26915,113,21,6,3
26916,113,22,5,3
26917,113,23,2,2
26918,113,24,2,5
26919,113,25,2,3
26920,113,26,0,6
26921,113,27,2,2
26922,113,28,2,5
26923,113,29,1,3
26924,113,30,2,4
26925,113,31,3,3
26926,113,32,2,3
26927,113,33,3,2
26928,113,34,2,4
26929,113,35,2,3
26930,113,36,0,6
26931,113,37,3,2
26932,113,38,3,3
26933,113,39,3,2
26934,113,40,6,3
26935,113,41,2,3
26936,113,42,0,6
26937,113,43,2,3
26938,113,44,3,2
26939,113,45,3,3
26940,113,46,2,2
26941,113,47,2,4
26942,113,48,2,2
26943,113,49,2,3
26944,113,50,0,6
26945,113,51,1,3
26946,113,52,3,5
26947,113,53,2,2
26948,113,54,4,3
26949,113,55,2,4
26950,113,56,5,2
26951,113,57,3,2
26952,113,58,2,2
26953,113,59,2,3
26954,113,60,2,3
26955,113,61,3,2
26956,113,62,2,3
26957,113,63,3,2
26958,113,64,0,6
26959,113,65,0,6
26960,113,66,2,2
26961,113,67,2,2
26962,113,68,3,2
26963,113,69,2,4
26964,113,70,0,6
26965,113,71,2,3
26966,113,72,2,2
26967,113,73,3,3
26968,113,74,2,2
26969,113,75,2,4
26970,113,76,3,3
26971,113,77,2,4
26972,113,78,3,2
26973,113,79,3,3
26974,113,80,3,3
26975,113,81,2,2
26976,113,82,4,5
26977,113,83,3,2
26978,113,84,1,2
26979,113,85,2,2
26980,113,86,2,2
26981,113,87,2,2
26982,113,88,1,2
26983,113,89,2,3
26984,113,90,4,2
26985,113,91,1,2
26986,113,92,2,2
26987,113,93,4,3
26988,113,94,3,2
26989,113,95,3,4
26990,113,96,2,3
26991,113,97,5,2
26992,113,98,4,3
26993,113,99,3,2
26994,113,100,3,2
26995,113,101,3,3
26996,113,102,2,4
26997,113,103,2,3
26998,113,104,2,2
26999,113,105,0,6
27000,113,106,2,3
27001,113,107,1,2
27002,113,108,2,2
27003,113,109,3,4
27004,113,110,3,3
27005,113,111,4,3
27006,113,112,2,2
27007,113,113,0,6
27008,113,114,3,2
27009,113,115,3,3
27010,113,116,0,6
27011,113,117,0,6
27012,113,118,0,6
27013,113,119,2,3
27014,113,120,3,3
27015,113,121,2,3
27016,113,122,0,6
27017,113,123,2,4
27018,113,124,3,6
27019,113,125,0,6
27020,113,126,0,6
27021,113,127,2,2
27022,113,128,3,4
27023,113,129,2,2
27024,113,130,2,6
27025,113,131,2,2
27026,113,132,3,2
27027,113,133,0,6
27028,113,134,2,3
27029,113,135,2,2
27030,113,136,3,3
27031,113,137,4,4
27032,113,138,2,3
27033,113,139,3,3
27034,113,140,3,2
27035,113,141,3,3
27036,113,142,3,5
27037,113,143,2,2
27038,113,144,4,3
27039,113,145,0,6
27040,113,146,2,5
27041,113,147,3,2
27042,113,148,2,2
27043,113,149,2,2
27044,113,150,2,3
27045,113,151,2,3
27046,113,152,1,3
27047,113,153,2,2
27048,113,154,2,2
27049,113,155,3,5
27050,113,156,4,3
27051,113,157,2,2
27052,113,158,1,3
27053,113,159,2,3
27054,113,160,2,2
27055,113,161,7,2
27056,113,162,2,2
27057,113,163,3,2
27058,113,164,2,2
27059,113,165,3,2
27060,113,166,2,3
27061,113,167,4,2
27062,113,168,1,2
27063,113,169,3,3
27064,113,170,2,2
27065,113,171,0,6
27066,113,172,4,3
27067,113,173,4,3
27068,113,174,2,4
27069,113,175,2,2
27070,113,176,3,2
27071,113,177,2,2
27072,113,178,2,2
27073,113,179,6,2
27074,113,180,4,2
27075,113,181,4,4
27076,113,182,3,2
27077,113,183,3,3
27078,113,184,1,5
27079,113,185,2,3
27080,113,186,3,3
27081,113,187,2,3
27082,113,188,0,6
27083,113,189,0,6
27084,113,190,2,2
27085,113,191,2,3
27086,113,192,2,4
27087,113,193,3,3
27088,113,194,2,2
27089,113,195,2,3
27090,113,196,5,3
27091,113,197,2,3
27092,113,198,4,2
27093,113,199,2,3
27094,113,200,1,2
27095,113,201,2,2
27096,113,202,2,3
27097,113,203,2,4
27098,113,204,2,2
27099,113,205,2,2
27100,113,206,3,2
27101,113,207,3,2
27102,113,208,0,6
27103,113,209,6,3
27104,113,210,0,6
27105,113,211,2,4
27106,113,212,2,2
27107,113,213,3,3
27108,113,214,3,2
27109,113,215,2,2
27110,113,216,3,2
27111,113,217,2,3
27112,113,218,2,2
27113,113,219,2,2
27114,113,220,3,2
27115,113,221,2,3
27116,113,222,0,6
27117,113,223,2,3
27118,113,224,3,2
27119,113,225,3,2
27120,113,226,2,2
27121,113,227,2,3
27122,113,228,0,6
27123,113,229,1,4
27124,113,230,4,2
27125,113,231,0,6
27126,113,232,3,2
27127,113,233,2,3
27128,113,234,0,6
27129,113,235,0,6
27130,113,236,2,5
27131,113,237,3,2
27132,114,0,2,2
27133,114,1,2,3
27134,114,2,5,3
27135,114,3,4,3
27136,114,4,3,2
27137,114,5,3,3
27138,114,6,3,3
27139,114,7,4,2
27140,114,8,4,2
27141,114,9,3,2
27142,114,10,3,4
27143,114,11,3,3
27144,114,12,2,3
27145,114,13,2,3
27146,114,14,3,2
27147,114,15,4,2
27148,114,16,3,3
27149,114,17,3,2
27150,114,18,3,3
27151,114,19,3,5
27152,114,20,2,4
27153,114,21,3,3
27154,114,22,2,3
27155,114,23,2,3
27156,114,24,3,2
27157,114,25,2,2
27158,114,26,2,3
27159,114,27,3,2
27160,114,28,3,2
27161,114,29,3,2
27162,114,30,3,3
27163,114,31,4,2
27164,114,32,2,3
27165,114,33,5,3
27166,114,34,3,3
27167,114,35,3,2
27168,114,36,4,3
27169,114,37,3,4
27170,114,38,3,2
27171,114,39,3,3
27172,114,40,2,4
27173,114,41,3,3
27174,114,42,2,4
27175,114,43,3,2
27176,114,44,3,2
27177,114,45,3,3
27178,114,46,2,5
27179,114,47,2,3
27180,114,48,3,3
27181,114,49,0,2
27182,114,50,3,2
27183,114,51,0,2
27184,114,52,2,2
27185,114,53,2,6
27186,114,54,2,2
27187,114,55,3,2
27188,114,56,3,2
27189,114,57,3,3
27190,114,58,2,3
27191,114,59,2,2
27192,114,60,4,3
27193,114,61,2,2
27194,114,62,2,3
27195,114,63,3,5
27196,114,64,3,3
27197,114,65,4,2
27198,114,66,3,3
27199,114,67,2,4
27200,114,68,0,2
27201,114,69,3,2
27202,114,70,2,2
27203,114,71,0,2
27204,114,72,2,4
27205,114,73,3,3
27206,114,74,3,3
27207,114,75,2,2
27208,114,76,5,3
27209,114,77,3,2
27210,114,78,4,3
27211,114,79,3,3
27212,114,80,2,3
27213,114,81,2,4
27214,114,82,2,3
27215,114,83,2,3
27216,114,84,4,2
27217,114,85,4,3
27218,114,86,4,3
27219,114,87,2,2
27220,114,88,2,3
27221,114,89,2,3
27222,114,90,2,4
27223,114,91,2,2
27224,114,92,2,4
27225,114,93,3,7
27226,114,94,3,2
27227,114,95,2,3
27228,114,96,2,3
27229,114,97,2,2
27230,114,98,2,3
27231,114,99,3,3
27232,114,100,2,2
27233,114,101,4,4
27234,114,102,2,3
27235,114,103,2,4
27236,114,104,3,3
27237,114,105,2,3
27238,114,106,2,3
27239,114,107,2,3
27240,114,108,4,3
27241,114,109,2,3
27242,114,110,3,4
27243,114,111,2,2
27244,114,112,2,2
27245,114,113,3,2
27246,114,114,0,2
27247,114,115,2,2
27248,114,116,4,2
27249,114,117,3,3
27250,114,118,3,2
27251,114,119,3,2
27252,114,120,2,3
27253,114,121,3,2
27254,114,122,5,2
27255,114,123,3,2
27256,114,124,2,3
27257,114,125,4,3
27258,114,126,3,4
27259,114,127,3,3
27260,114,128,5,4
27261,114,129,2,3
27262,114,130,4,3
27263,114,131,2,3
27264,114,132,2,2
27265,114,133,3,3
27266,114,134,2,4
27267,114,135,2,3
27268,114,136,4,2
27269,114,137,3,2
27270,114,138,3,2
27271,114,139,0,2
27272,114,140,3,3
27273,114,141,2,4
27274,114,142,2,2
27275,114,143,3,3
27276,114,144,2,2
27277,114,145,3,5
27278,114,146,5,2
27279,114,147,4,3
27280,114,148,3,3
27281,114,149,4,2
27282,114,150,4,3
27283,114,151,2,3
27284,114,152,4,2
27285,114,153,4,2
27286,114,154,4,4
27287,114,155,4,3
27288,114,156,3,3
27289,114,157,5,3
27290,114,158,3,3
27291,114,159,7,4
27292,114,160,3,4
27293,114,161,2,2
27294,114,162,2,3
27295,114,163,0,2
27296,114,164,2,4
27297,114,165,0,2
27298,114,166,4,3
27299,114,167,3,5
27300,114,168,0,2
27301,114,169,3,2
27302,114,170,2,2
27303,114,171,3,2
27304,114,172,2,2
27305,114,173,2,3
27306,114,174,2,2
27307,114,175,2,2
27308,114,176,3,3
27309,114,177,4,2
27310,114,178,3,2
27311,114,179,3,3
27312,114,180,3,2
27313,114,181,3,2
27314,114,182,5,2
27315,114,183,0,2
27316,114,184,0,2
27317,114,185,3,2
27318,114,186,0,2
27319,114,187,2,3
27320,114,188,4,3
27321,114,189,3,3
27322,114,190,4,2
27323,114,191,2,2
27324,114,192,7,3
27325,114,193,3,5
27326,114,194,5,2
27327,114,195,2,3
27328,114,196,2,2
27329,114,197,2,3
27330,114,198,3,3
27331,114,199,3,3
27332,114,200,3,3
27333,114,201,2,2
27334,114,202,2,4
27335,114,203,5,3
27336,114,204,2,4
27337,114,205,5,2
27338,114,206,2,3
27339,114,207,4,2
27340,114,208,3,2
27341,114,209,3,2
27342,114,210,2,2
27343,114,211,2,2
27344,114,212,3,3
27345,114,213,3,2
27346,114,214,2,3
27347,114,215,3,4
27348,114,216,4,4
27349,114,217,3,2
27350,114,218,2,2
27351,114,219,2,4
27352,114,220,3,2
27353,114,221,2,3
27354,114,222,3,2
27355,114,223,3,3
27356,114,224,2,2
27357,114,225,3,3
27358,114,226,3,2
27359,114,227,2,3
27360,114,228,3,3
27361,114,229,2,2
27362,114,230,2,2
27363,114,231,3,4
27364,114,232,2,2
27365,114,233,2,3
27366,114,234,3,2
27367,114,235,2,2
27368,114,236,5,2
27369,114,237,3,2
27370,115,0,3,3
27371,115,1,2,2
27372,115,2,2,2
27373,115,3,4,2
27374,115,4,2,2
27375,115,5,2,1
27376,115,6,0,2
27377,115,7,0,2
27378,115,8,4,3
27379,115,9,3,2
27380,115,10,4,2
27381,115,11,1,2
27382,115,12,2,2
27383,115,13,2,3
27384,115,14,3,3
27385,115,15,2,2
27386,115,16,2,1
27387,115,17,1,3
27388,115,18,1,3
27389,115,19,2,2
27390,115,20,1,1
27391,115,21,1,4
27392,115,22,2,2
27393,115,23,3,2
27394,115,24,0,2
27395,115,25,3,2
27396,115,26,2,2
27397,115,27,0,2
27398,115,28,3,3
27399,115,29,3,3
27400,115,30,2,2
27401,115,31,3,3
27402,115,32,1,2
27403,115,33,1,2
27404,115,34,2,3
27405,115,35,2,3
27406,115,36,2,3
27407,115,37,2,3
27408,115,38,3,2
27409,115,39,3,2
27410,115,40,0,2
27411,115,41,4,3
27412,115,42,3,2
27413,115,43,0,2
27414,115,44,0,2
27415,115,45,2,2
27416,115,46,4,2
27417,115,47,0,2
27418,115,48,2,2
27419,115,49,3,2
27420,115,50,3,2
27421,115,51,2,4
27422,115,52,1,2
27423,115,53,2,2
27424,115,54,2,3
27425,115,55,0,2
27426,115,56,0,2
27427,115,57,1,2
27428,115,58,2,2
27429,115,59,3,2
27430,115,60,1,1
27431,115,61,4,3
27432,115,62,2,2
27433,115,63,3,1
27434,115,64,3,2
27435,115,65,2,2
27436,115,66,1,2
27437,115,67,2,2
27438,115,68,2,2
27439,115,69,2,1
27440,115,70,2,3
27441,115,71,2,2
27442,115,72,3,4
27443,115,73,3,3
27444,115,74,3,4
27445,115,75,3,1
27446,115,76,2,2
27447,115,77,4,2
27448,115,78,0,2
27449,115,79,0,2
27450,115,80,2,3
27451,115,81,3,6
27452,115,82,4,3
27453,115,83,3,2
27454,115,84,2,3
27455,115,85,2,3
27456,115,86,1,2
27457,115,87,3,2
27458,115,88,4,3
27459,115,89,4,2
27460,115,90,3,3
27461,115,91,2,1
27462,115,92,3,2
27463,115,93,3,2
27464,115,94,3,3
27465,115,95,2,2
27466,115,96,3,2
27467,115,97,2,2
27468,115,98,1,2
27469,115,99,2,3
27470,115,100,4,3
27471,115,101,2,5
27472,115,102,3,3
27473,115,103,2,1
27474,115,104,0,2
27475,115,105,2,3
27476,115,106,4,2
27477,115,107,1,2
27478,115,108,3,2
27479,115,109,4,4
27480,115,110,3,2
27481,115,111,1,2
27482,115,112,2,2
27483,115,113,3,3
27484,115,114,2,2
27485,115,115,0,2
27486,115,116,1,2
27487,115,117,1,1
27488,115,118,3,2
27489,115,119,2,1
27490,115,120,3,2
27491,115,121,2,2
27492,115,122,2,3
27493,115,123,2,2
27494,115,124,2,4
27495,115,125,3,2
27496,115,126,5,3
27497,115,127,4,3
27498,115,128,3,4
27499,115,129,3,2
27500,115,130,3,2
27501,115,131,4,2
27502,115,132,3,2
27503,115,133,2,2
27504,115,134,1,3
27505,115,135,1,2
27506,115,136,2,4
27507,115,137,2,3
27508,115,138,0,2
27509,115,139,2,2
27510,115,140,0,2
27511,115,141,2,3
27512,115,142,1,2
27513,115,143,2,2
27514,115,144,2,2
27515,115,145,2,2
27516,115,146,0,2
27517,115,147,0,2
27518,115,148,3,2
27519,115,149,2,1
27520,115,150,4,2
27521,115,151,2,1
27522,115,152,3,2
27523,115,153,2,3
27524,115,154,2,3
27525,115,155,3,2
27526,115,156,2,3
27527,115,157,4,2
27528,115,158,5,2
27529,115,159,0,2
27530,115,160,2,2
27531,115,161,2,2
27532,115,162,1,1
27533,115,163,3,2
27534,115,164,2,3
27535,115,165,2,3
27536,115,166,1,2
27537,115,167,2,2
27538,115,168,3,3
27539,115,169,3,3
27540,115,170,5,4
27541,115,171,3,2
27542,115,172,2,2
27543,115,173,4,4
27544,115,174,2,2
27545,115,175,3,2
27546,115,176,3,3
27547,115,177,0,2
27548,115,178,0,2
27549,115,179,0,2
27550,115,180,2,2
27551,115,181,1,2
27552,115,182,0,2
27553,115,183,2,1
27554,115,184,3,2
27555,115,185,2,6
27556,115,186,3,4
27557,115,187,0,2
27558,115,188,2,2
27559,115,189,4,3
27560,115,190,3,2
27561,115,191,2,2
27562,115,192,2,1
27563,115,193,0,2
27564,115,194,6,2
27565,115,195,0,2
27566,115,196,0,2
27567,115,197,0,2
27568,115,198,2,2
27569,115,199,2,2
27570,115,200,3,3
27571,115,201,4,2
27572,115,202,2,2
27573,115,203,2,3
27574,115,204,2,1
27575,115,205,3,4
27576,115,206,3,3
27577,115,207,3,4
27578,115,208,1,1
27579,115,209,0,2
27580,115,210,2,2
27581,115,211,5,3
27582,115,212,2,2
27583,115,213,2,1
27584,115,214,4,2
27585,115,215,2,1
27586,115,216,2,2
27587,115,217,3,2
27588,115,218,2,3
27589,115,219,4,2
27590,115,220,5,3
27591,115,221,3,2
27592,115,222,3,3
27593,115,223,3,2
27594,115,224,3,2
27595,115,225,0,2
27596,115,226,2,1
27597,115,227,2,2
27598,115,228,3,2
27599,115,229,3,2
27600,115,230,0,2
27601,115,231,1,1
27602,115,232,2,1
27603,115,233,3,3
27604,115,234,3,2
27605,115,235,2,2
27606,115,236,4,3
27607,115,237,2,2
27608,116,0,2,2
27609,116,1,3,3
27610,116,2,0,1
27611,116,3,2,4
27612,116,4,0,1
27613,116,5,2,2
27614,116,6,3,3
27615,116,7,6,1
27616,116,8,3,3
27617,116,9,6,3
27618,116,10,5,2
27619,116,11,4,3
27620,116,12,4,2
27621,116,13,2,2
27622,116,14,2,3
27623,116,15,0,1
27624,116,16,2,1
27625,116,17,2,1
27626,116,18,1,3
27627,116,19,3,3
27628,116,20,3,1
27629,116,21,1,2
27630,116,22,3,4
27631,116,23,2,3
27632,116,24,4,3
27633,116,25,2,3
27634,116,26,0,1
27635,116,27,3,1
27636,116,28,2,2
27637,116,29,1,2
27638,116,30,2,4
27639,116,31,4,3
27640,116,32,2,1
27641,116,33,2,3
27642,116,34,4,2
27643,116,35,2,3
27644,116,36,0,1
27645,116,37,3,3
27646,116,38,4,3
27647,116,39,2,2
27648,116,40,2,3
27649,116,41,2,3
27650,116,42,0,1
27651,116,43,2,1
27652,116,44,3,4
27653,116,45,4,4
27654,116,46,2,4
27655,116,47,2,4
27656,116,48,3,3
27657,116,49,2,3
27658,116,50,0,1
27659,116,51,1,4
27660,116,52,2,2
27661,116,53,2,3
27662,116,54,2,3
27663,116,55,3,2
27664,116,56,2,2
27665,116,57,2,3
27666,116,58,2,3
27667,116,59,2,3
27668,116,60,2,2
27669,116,61,1,4
27670,116,62,2,3
27671,116,63,4,4
27672,116,64,0,1
27673,116,65,0,1
27674,116,66,2,2
27675,116,67,2,4
27676,116,68,3,3
27677,116,69,2,3
27678,116,70,0,1
27679,116,71,2,2
27680,116,72,2,4
27681,116,73,2,2
27682,116,74,2,2
27683,116,75,3,1
27684,116,76,3,3
27685,116,77,2,2
27686,116,78,2,3
27687,116,79,3,1
27688,116,80,5,2
27689,116,81,2,4
27690,116,82,3,3
27691,116,83,3,2
27692,116,84,1,2
27693,116,85,2,3
27694,116,86,4,4
27695,116,87,2,2
27696,116,88,1,4
27697,116,89,2,4
27698,116,90,4,2
27699,116,91,1,4
27700,116,92,2,4
27701,116,93,3,3
27702,116,94,2,2
27703,116,95,3,2
27704,116,96,2,5
27705,116,97,2,2
27706,116,98,3,2
27707,116,99,4,3
27708,116,100,4,2
27709,116,101,4,2
27710,116,102,2,3
27711,116,103,1,4
27712,116,104,3,3
27713,116,105,0,1
27714,116,106,2,4
27715,116,107,1,1
27716,116,108,2,2
27717,116,109,1,2
27718,116,110,2,3
27719,116,111,1,3
27720,116,112,2,2
27721,116,113,0,1
27722,116,114,4,2
27723,116,115,1,2
27724,116,116,0,1
27725,116,117,0,1
27726,116,118,0,1
27727,116,119,3,1
27728,116,120,2,1
27729,116,121,3,2
27730,116,122,0,1
27731,116,123,3,3
27732,116,124,3,3
27733,116,125,0,1
27734,116,126,0,1
27735,116,127,3,3
27736,116,128,4,2
27737,116,129,1,4
27738,116,130,2,4
27739,116,131,4,4
27740,116,132,1,2
27741,116,133,0,1
27742,116,134,3,2
27743,116,135,3,3
27744,116,136,3,1
27745,116,137,2,1
27746,116,138,3,3
27747,116,139,3,5
27748,116,140,4,2
27749,116,141,2,3
27750,116,142,4,3
27751,116,143,2,5
27752,116,144,2,2
27753,116,145,0,1
27754,116,146,4,4
27755,116,147,2,3
27756,116,148,2,3
27757,116,149,2,2
27758,116,150,2,4
27759,116,151,2,4
27760,116,152,1,2
27761,116,153,2,2
27762,116,154,2,3
27763,116,155,4,2
27764,116,156,4,2
27765,116,157,2,3
27766,116,158,1,5
27767,116,159,4,3
27768,116,160,4,4
27769,116,161,2,2
27770,116,162,3,2
27771,116,163,3,4
27772,116,164,2,4
27773,116,165,3,3
27774,116,166,2,1
27775,116,167,3,3
27776,116,168,1,3
27777,116,169,2,1
27778,116,170,5,2
27779,116,171,0,1
27780,116,172,2,2
27781,116,173,3,5
27782,116,174,2,2
27783,116,175,2,2
27784,116,176,2,3
27785,116,177,3,1
27786,116,178,3,1
27787,116,179,1,5
27788,116,180,2,2
27789,116,181,1,2
27790,116,182,2,2
27791,116,183,3,3
27792,116,184,1,4
27793,116,185,2,2
27794,116,186,4,3
27795,116,187,2,2
27796,116,188,0,1
27797,116,189,0,1
27798,116,190,3,2
27799,116,191,2,2
27800,116,192,2,3
27801,116,193,1,1
27802,116,194,4,1
27803,116,195,1,1
27804,116,196,3,1
27805,116,197,1,3
27806,116,198,2,3
27807,116,199,2,4
27808,116,200,1,4
27809,116,201,2,3
27810,116,202,2,4
27811,116,203,4,3
27812,116,204,1,3
27813,116,205,2,3
27814,116,206,4,4
27815,116,207,3,2
27816,116,208,0,1
27817,116,209,4,1
27818,116,210,0,1
27819,116,211,2,3
27820,116,212,3,2
27821,116,213,1,3
27822,116,214,2,3
27823,116,215,2,4
27824,116,216,2,2
27825,116,217,2,3
27826,116,218,2,4
27827,116,219,2,2
27828,116,220,2,6
27829,116,221,3,2
27830,116,222,0,1
27831,116,223,3,1
27832,116,224,0,2
27833,116,225,2,4
27834,116,226,3,2
27835,116,227,2,2
27836,116,228,0,1
27837,116,229,1,4
27838,116,230,2,2
27839,116,231,0,1
27840,116,232,2,1
27841,116,233,2,2
27842,116,234,0,1
27843,116,235,0,1
27844,116,236,6,2
27845,116,237,0,2
27846,117,0,1,1
27847,117,1,2,3
27848,117,2,0,2
27849,117,3,2,1
27850,117,4,0,2
27851,117,5,2,4
27852,117,6,3,1
27853,117,7,5,1
27854,117,8,2,3
27855,117,9,3,2
27856,117,10,4,2
27857,117,11,2,2
27858,117,12,3,2
27859,117,13,1,3
27860,117,14,4,2
27861,117,15,0,2
27862,117,16,2,1
27863,117,17,2,1
27864,117,18,2,3
27865,117,19,1,4
27866,117,20,4,2
27867,117,21,4,1
27868,117,22,4,5
27869,117,23,3,1
27870,117,24,3,2
27871,117,25,3,3
27872,117,26,0,2
27873,117,27,1,1
27874,117,28,4,3
27875,117,29,3,2
27876,117,30,4,3
27877,117,31,2,3
27878,117,32,3,3
27879,117,33,2,2
27880,117,34,2,4
27881,117,35,3,2
27882,117,36,0,2
27883,117,37,3,2
27884,117,38,3,3
27885,117,39,3,2
27886,117,40,1,3
27887,117,41,3,3
27888,117,42,0,2
27889,117,43,3,1
27890,117,44,2,2
27891,117,45,4,3
27892,117,46,6,2
27893,117,47,3,5
27894,117,48,2,2
27895,117,49,3,3
27896,117,50,0,2
27897,117,51,2,2
27898,117,52,5,3
27899,117,53,1,2
27900,117,54,1,3
27901,117,55,1,1
27902,117,56,2,3
27903,117,57,2,2
27904,117,58,2,2
27905,117,59,3,2
27906,117,60,3,2
27907,117,61,1,2
27908,117,62,1,2
27909,117,63,2,2
27910,117,64,0,2
27911,117,65,0,2
27912,117,66,3,4
27913,117,67,1,2
27914,117,68,3,2
27915,117,69,3,3
27916,117,70,0,2
27917,117,71,3,3
27918,117,72,3,3
27919,117,73,2,3
27920,117,74,5,3
27921,117,75,2,2
27922,117,76,4,2
27923,117,77,3,3
27924,117,78,2,3
27925,117,79,2,1
27926,117,80,3,3
27927,117,81,3,2
27928,117,82,3,3
27929,117,83,2,1
27930,117,84,2,2
27931,117,85,1,3
27932,117,86,2,1
27933,117,87,1,2
27934,117,88,3,3
27935,117,89,3,1
27936,117,90,3,3
27937,117,91,2,3
27938,117,92,1,1
27939,117,93,6,2
27940,117,94,1,1
27941,117,95,6,2
27942,117,96,1,3
27943,117,97,3,1
27944,117,98,4,1
27945,117,99,5,3
27946,117,100,3,2
27947,117,101,2,2
27948,117,102,1,2
27949,117,103,1,2
27950,117,104,2,1
27951,117,105,0,2
27952,117,106,1,6
27953,117,107,3,1
27954,117,108,2,4
27955,117,109,1,2
27956,117,110,3,3
27957,117,111,2,4
27958,117,112,1,2
27959,117,113,0,2
27960,117,114,3,3
27961,117,115,1,1
27962,117,116,0,2
27963,117,117,0,2
27964,117,118,0,2
27965,117,119,3,2
27966,117,120,1,1
27967,117,121,2,3
27968,117,122,0,2
27969,117,123,3,3
27970,117,124,2,2
27971,117,125,0,2
27972,117,126,0,2
27973,117,127,3,1
27974,117,128,2,2
27975,117,129,1,3
27976,117,130,3,3
27977,117,131,2,2
27978,117,132,1,1
27979,117,133,0,2
27980,117,134,2,2
27981,117,135,2,3
27982,117,136,3,1
27983,117,137,3,1
27984,117,138,2,4
27985,117,139,3,2
27986,117,140,3,4
27987,117,141,2,3
27988,117,142,2,2
27989,117,143,3,2
27990,117,144,4,2
27991,117,145,0,2
27992,117,146,6,3
27993,117,147,2,2
27994,117,148,2,4
27995,117,149,3,1
27996,117,150,4,3
27997,117,151,4,3
27998,117,152,3,3
27999,117,153,3,1
28000,117,154,3,1
28001,117,155,2,3
28002,117,156,3,3
28003,117,157,3,4
28004,117,158,3,3
28005,117,159,2,3
28006,117,160,1,4
28007,117,161,3,1
28008,117,162,2,4
28009,117,163,2,3
28010,117,164,3,2
28011,117,165,3,5
28012,117,166,4,3
28013,117,167,2,2
28014,117,168,2,2
28015,117,169,2,1
28016,117,170,2,1
28017,117,171,0,2
28018,117,172,3,2
28019,117,173,3,2
28020,117,174,5,3
28021,117,175,1,1
28022,117,176,3,1
28023,117,177,1,1
28024,117,178,3,1
28025,117,179,4,2
28026,117,180,3,3
28027,117,181,4,1
28028,117,182,2,1
28029,117,183,3,4
28030,117,184,4,3
28031,117,185,4,3
28032,117,186,4,1
28033,117,187,1,2
28034,117,188,0,2
28035,117,189,0,2
28036,117,190,1,3
28037,117,191,1,2
28038,117,192,3,2
28039,117,193,2,1
28040,117,194,4,1
28041,117,195,1,1
28042,117,196,3,1
28043,117,197,1,2
28044,117,198,2,2
28045,117,199,5,3
28046,117,200,3,3
